timestamp,username,total_commits,avg_commits_per_week,lines_added,lines_deleted,net_lines,prs_created,prs_merged,avg_pr_turnaround_hours,review_comments,prs_reviewed,active_repos_count,active_repos,analysis_period_weeks,start_date,end_date
2025-09-11T07:25:44.563631+00:00,pa000-simreka,403,33.58,471501,69460,402041,5,5,0.01,2,187,7,"base-backend, base-frontend, demo-backend, demo-frontend, git-kt, nile-backend, nile-frontend",12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,km000-simreka,168,14.00,4141610,285474,3856136,3,3,0.11,0,3,1,Tigris-FE,12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,kp000-simreka,166,13.83,235735,207393,28342,61,58,0.09,0,26,3,"Project-Bheeshma, Tigris-BE, caseStudyPdfGenerator",12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,sjg000-simreka,110,9.17,42894,32842,10052,49,47,29.12,0,0,5,"base-backend, base-frontend, demo-backend, demo-frontend, nile-frontend",12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,akash000-simreka,101,8.42,41663,29639,12024,25,24,7.69,0,1,2,"base-backend, base-frontend",12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,sen-000-sim,101,8.42,54502,44917,9585,35,28,21.29,0,0,2,"base-backend, base-frontend",12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,dee-000-sim,95,7.92,38667,4630,34037,66,64,5.16,0,0,8,"base-backend, base-frontend, caseStudyPdfGenerator, demo-backend, demo-frontend, nile-backend, nile-frontend, pdf-exploration",12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,pr000-simreka,78,6.50,85541,4892,80649,3,3,0.05,0,5,2,"Project-Bheeshma, Tigris-BE",12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,j000-simreka,74,6.17,37580,3307,34273,0,0,0.00,0,35,10,"base-backend, base-frontend, caseStudyPdfGenerator, demo-backend, demo-frontend, ml_service_calc_demo, nile-backend, nile-frontend, pdf-exploration, process-simulation-service",12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,dk000-simreka,60,5.00,874,76,798,0,0,0.00,0,0,10,"Automation-Mississippi, Tigris-BE, Tigris-FE, base-backend, base-frontend, demo-frontend, new_stack_calc, nile-backend, nile-frontend, process-simulation-service",12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,yo-000-sim,48,4.00,38333,29614,8719,26,20,24.56,0,0,2,"base-backend, base-frontend",12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,pk000-simreka,36,3.00,12094,10565,1529,20,19,8.13,0,0,4,"base-backend, base-frontend, demo-backend, demo-frontend",12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,shiv-000-sim,32,2.67,1086,240,846,10,9,15.08,0,0,2,"base-backend, base-frontend",12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,sg000-simreka,30,2.50,968,291,677,6,6,15.60,0,1,1,Project-Bheeshma,12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,mk000-simreka,28,2.33,192319,29698,162621,4,4,137.15,6,9,1,thermo_package,12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,rk000-simreka,17,1.42,945,221,724,1,1,0.27,0,0,1,process-simulation-service,12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,Ad-000-sim,17,1.42,41066,15861,25205,1,1,0.02,0,0,2,"Automation-Mississippi, git-kt",12,2025-06-19,2025-09-11
