timestamp,username,total_commits,avg_commits_per_week,lines_added,lines_deleted,net_lines,prs_created,prs_merged,avg_pr_turnaround_hours,review_comments,prs_reviewed,active_repos_count,active_repos,analysis_period_weeks,start_date,end_date
2025-09-11T07:25:44.563631+00:00,sp-000-sim,15,1.25,71384,66560,4824,14,11,2.57,0,0,1,Project-Bheeshma,12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,vm000-simreka,2,0.17,4571,1395,3176,0,0,0.00,3,7,1,thermo_package,12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,a000-simrek,1,0.08,1069,0,1069,0,0,0.00,0,0,1,QA_Automation,12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,rks000-simreka,1,0.08,3309,0,3309,0,0,0.00,0,0,1,work_location_analyser,12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,alzyod,0,0.00,0,0,0,0,0,0.00,0,0,0,,12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,d000-simreka,0,0.00,0,0,0,0,0,0.00,0,0,0,,12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,patelsimreka,0,0.00,0,0,0,0,0,0.00,0,0,0,,12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,rr000-simreka,0,0.00,0,0,0,9,8,0.47,0,57,0,,12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,aj000-simreka,0,0.00,0,0,0,55,55,0.03,0,0,0,,12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,kg000-simreka,0,0.00,0,0,0,1,1,0.00,0,0,0,,12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,jl000-simreka,0,0.00,0,0,0,0,0,0.00,0,1,0,,12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,ak000-simreka,0,0.00,0,0,0,4,4,0.24,0,0,0,,12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,bala000-simreka,0,0.00,0,0,0,33,32,2.25,0,0,0,,12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,am000-simreka,0,0.00,0,0,0,0,0,0.00,0,0,0,,12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,Mmadan-2025,0,0.00,0,0,0,35,30,6.57,0,0,0,,12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,Av-000-Sim,0,0.00,0,0,0,0,0,0.00,0,0,0,,12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,DS-000-sim,0,0.00,0,0,0,0,0,0.00,0,0,0,,12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,Vi-000-sim,0,0.00,0,0,0,0,0,0.00,0,0,0,,12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,nilesa-simreka,0,0.00,0,0,0,0,0,0.00,0,0,0,,12,2025-06-19,2025-09-11
2025-09-11T07:25:44.563631+00:00,AB-000-sim,0,0.00,0,0,0,0,0,0.00,0,0,0,,12,2025-06-19,2025-09-11
